INDIR,FOLDER,IN FILE,DURATION,DATE,TIME,HOUR,DATE-12,TIME-12,HOUR-12,LATITUDE,LONGITUDE,MODEL,SERIAL NO,FIRMWARE,PREFIX,NOTES,AUTO ID,PULSES,MATCHING,MATCH RATIO,MARGIN,FILES,MANUAL ID,ORGID,USERID,REVIEW ORGID,REVIEW USERID,INPATHMD5
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181011_190804.wac,1798.001333,2018-10-11,19:08:04,19,2018-10-11,07:08:04,7,,,,,,,,,,,,,1,,,,,,nHPiNYZoDnw7qeyDCny2PA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181011_193804.wac,1798.001333,2018-10-11,19:38:04,19,2018-10-11,07:38:04,7,,,,,,,,,,,,,1,,,,,,+XLVsNAFRzkM1sx1HqKGag==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181011_200804.wac,1798.001333,2018-10-11,20:08:04,20,2018-10-11,08:08:04,8,,,,,,,,,,,,,1,,,,,,npMacRzWrH0h9Tz5gbMW3w==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181011_203804.wac,1798.001333,2018-10-11,20:38:04,20,2018-10-11,08:38:04,8,,,,,,,,,,,,,1,,,,,,OsU8/L4udJkQmOtTtj4H4Q==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181011_210804.wac,1798.001333,2018-10-11,21:08:04,21,2018-10-11,09:08:04,9,,,,,,,,,,,,,1,,,,,,RKOR6ZCvu9io/ebwztoBBg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181011_213804.wac,1798.001333,2018-10-11,21:38:04,21,2018-10-11,09:38:04,9,,,,,,,,,,,,,1,,,,,,0oDj602uFbbzRMBJPy+o2w==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181011_220804.wac,1798.001333,2018-10-11,22:08:04,22,2018-10-11,10:08:04,10,,,,,,,,,,,,,1,,,,,,0wmiYnf9o9CjgH7si5fLyA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181011_223804.wac,1798.001333,2018-10-11,22:38:04,22,2018-10-11,10:38:04,10,,,,,,,,,,,,,1,,,,,,UMv2YRbzWq6RtOZANIZg1Q==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181011_230804.wac,1798.001333,2018-10-11,23:08:04,23,2018-10-11,11:08:04,11,,,,,,,,,,,,,1,,,,,,WSvFaqvlPv96Oht2Tcioxw==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181011_233804.wac,1798.001333,2018-10-11,23:38:04,23,2018-10-11,11:38:04,11,,,,,,,,,,,,,1,,,,,,3Uv/fEpmb5v+8rc5Y3CLhw==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_000804.wac,1798.001333,2018-10-12,00:08:04,0,2018-10-11,12:08:04,12,,,,,,,,,,,,,1,,,,,,GqVT51FJiCf7XpvPQHxhXg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_003804.wac,1798.001333,2018-10-12,00:38:04,0,2018-10-11,12:38:04,12,,,,,,,,,,,,,1,,,,,,uWroZCsZZtupVFhLldbSlg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_010804.wac,1798.001333,2018-10-12,01:08:04,1,2018-10-11,13:08:04,13,,,,,,,,,,,,,1,,,,,,ovDWE/VZEHDyXW3KAq78nQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_020804.wac,1798.001333,2018-10-12,02:08:04,2,2018-10-11,14:08:04,14,,,,,,,,,,,,,1,,,,,,cpfQhaiJetLjjD61rgIZww==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_013804.wac,1798.001333,2018-10-12,01:38:04,1,2018-10-11,13:38:04,13,,,,,,,,,,,,,1,,,,,,IifoGY759Z2WMKCmfsdm7g==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_030804.wac,1798.001333,2018-10-12,03:08:04,3,2018-10-11,15:08:04,15,,,,,,,,,,,,,1,,,,,,B40fL4/GRjlJukR/eRvd0A==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_023804.wac,1798.001333,2018-10-12,02:38:04,2,2018-10-11,14:38:04,14,,,,,,,,,,,,,1,,,,,,mnwoyAE13wZe9EA8AbZLDQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_033804.wac,1798.001333,2018-10-12,03:38:04,3,2018-10-11,15:38:04,15,,,,,,,,,,,,,1,,,,,,uGaS9ejFGSQVutU02Ofs6w==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_040804.wac,1798.001333,2018-10-12,04:08:04,4,2018-10-11,16:08:04,16,,,,,,,,,,,,,1,,,,,,QUiV8QcwB/kE3l48Keh1xQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_043804.wac,1798.001333,2018-10-12,04:38:04,4,2018-10-11,16:38:04,16,,,,,,,,,,,,,1,,,,,,uylpV90BvwcfwdGWfugMIQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_050804.wac,1798.001333,2018-10-12,05:08:04,5,2018-10-11,17:08:04,17,,,,,,,,,,,,,1,,,,,,R/QosiAHC4D0IvATn1CJFQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_060804.wac,1798.001333,2018-10-12,06:08:04,6,2018-10-11,18:08:04,18,,,,,,,,,,,,,1,,,,,,AJvt29XA0evPLjHyzNu1tA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_053804.wac,1798.001333,2018-10-12,05:38:04,5,2018-10-11,17:38:04,17,,,,,,,,,,,,,1,,,,,,YihOtwifLEz6uLPqWs+ZrQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_063804.wac,358.001333,2018-10-12,06:38:04,6,2018-10-11,18:38:04,18,,,,,,,,,,,,,1,,,,,,PXMoY5yd1dfZrI8QMKCLHA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_163600.wac,1800.001333,2018-10-12,16:36:00,16,2018-10-12,04:36:00,4,,,,,,,,,,,,,1,,,,,,IMqop2MONDjIfWjPWUN2Qw==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_170602.wac,1800.001333,2018-10-12,17:06:02,17,2018-10-12,05:06:02,5,,,,,,,,,,,,,1,,,,,,5N3NuzDLe8KkOpx6pQX7mQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_173604.wac,1798.001333,2018-10-12,17:36:04,17,2018-10-12,05:36:04,5,,,,,,,,,,,,,1,,,,,,SCh3iEByL+PJI29hBIRuiQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_183604.wac,1798.001333,2018-10-12,18:36:04,18,2018-10-12,06:36:04,6,,,,,,,,,,,,,1,,,,,,UG6oCAMfYgYFjFvISNCB4A==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_180604.wac,1798.001333,2018-10-12,18:06:04,18,2018-10-12,06:06:04,6,,,,,,,,,,,,,1,,,,,,LsIsEzF2cGm1+b007y0qdg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_190604.wac,1798.001333,2018-10-12,19:06:04,19,2018-10-12,07:06:04,7,,,,,,,,,,,,,1,,,,,,02QoYJQAy+cppmylm4ta5Q==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_193606.wac,1796.001333,2018-10-12,19:36:06,19,2018-10-12,07:36:06,7,,,,,,,,,,,,,1,,,,,,7lAkJLApXisZ/hFL4j3ulA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_200604.wac,1798.001333,2018-10-12,20:06:04,20,2018-10-12,08:06:04,8,,,,,,,,,,,,,1,,,,,,u1JJeKrF9/S0e0sjcUA99g==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_203604.wac,1798.001333,2018-10-12,20:36:04,20,2018-10-12,08:36:04,8,,,,,,,,,,,,,1,,,,,,7zwDUL6zDLIML4od3T9qfQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_210604.wac,1798.001333,2018-10-12,21:06:04,21,2018-10-12,09:06:04,9,,,,,,,,,,,,,1,,,,,,L6T7y1yeC/VK7osMMMbgLA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_213604.wac,1798.001333,2018-10-12,21:36:04,21,2018-10-12,09:36:04,9,,,,,,,,,,,,,1,,,,,,r22JnCBOBDc8FYCkMKCfFg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_220604.wac,1798.001333,2018-10-12,22:06:04,22,2018-10-12,10:06:04,10,,,,,,,,,,,,,1,,,,,,Hhq931nHp/bI8YiQimlyyQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_233604.wac,1798.001333,2018-10-12,23:36:04,23,2018-10-12,11:36:04,11,,,,,,,,,,,,,1,,,,,,kzcZjMfAP0IwJVTGC9WbWQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_000607.wac,1795.001333,2018-10-13,00:06:07,0,2018-10-12,12:06:07,12,,,,,,,,,,,,,1,,,,,,ucLo7i/Zmqx7o03Cm+1u+A==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_223604.wac,1798.001333,2018-10-12,22:36:04,22,2018-10-12,10:36:04,10,,,,,,,,,,,,,1,,,,,,qlKTmpNaePewbOiYGqSE1A==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181012_230606.wac,1796.001333,2018-10-12,23:06:06,23,2018-10-12,11:06:06,11,,,,,,,,,,,,,1,,,,,,nF4Ib4PPAt46Nvufif0ZcA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_003604.wac,1798.001333,2018-10-13,00:36:04,0,2018-10-12,12:36:04,12,,,,,,,,,,,,,1,,,,,,7obm52rCHqrTgD+D7E500w==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_010604.wac,1798.001333,2018-10-13,01:06:04,1,2018-10-12,13:06:04,13,,,,,,,,,,,,,1,,,,,,lkaJtW34N5mY98QydTeHNQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_013608.wac,1794.001333,2018-10-13,01:36:08,1,2018-10-12,13:36:08,13,,,,,,,,,,,,,1,,,,,,JiB3IIvlpuJGE67GFLxk7g==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_020608.wac,1794.001333,2018-10-13,02:06:08,2,2018-10-12,14:06:08,14,,,,,,,,,,,,,1,,,,,,e35AX6uAEXU7ZX06rD1YbQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_023605.wac,1797.001333,2018-10-13,02:36:05,2,2018-10-12,14:36:05,14,,,,,,,,,,,,,1,,,,,,AmwPmrgRYhJcZ4JTzB5LcQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_030611.wac,1791.001333,2018-10-13,03:06:11,3,2018-10-12,15:06:11,15,,,,,,,,,,,,,1,,,,,,xUr6OcY/3Hg4QWhJ9oHt2w==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_033613.wac,1789.001333,2018-10-13,03:36:13,3,2018-10-12,15:36:13,15,,,,,,,,,,,,,1,,,,,,MFkyTQ2kQOKHzpd8ORl02Q==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_040606.wac,1796.001333,2018-10-13,04:06:06,4,2018-10-12,16:06:06,16,,,,,,,,,,,,,1,,,,,,cGTsw0R5ENPqF20jCv3taQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_043605.wac,1797.001333,2018-10-13,04:36:05,4,2018-10-12,16:36:05,16,,,,,,,,,,,,,1,,,,,,4oayjBALooX+SX9M8ZPE7Q==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_050604.wac,1798.001333,2018-10-13,05:06:04,5,2018-10-12,17:06:04,17,,,,,,,,,,,,,1,,,,,,5ziKC7yGoIw8Bsnfa+ROHA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_053604.wac,1798.001333,2018-10-13,05:36:04,5,2018-10-12,17:36:04,17,,,,,,,,,,,,,1,,,,,,oV7lJbVRcczuHaKDQwdhRg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_060604.wac,1798.001333,2018-10-13,06:06:04,6,2018-10-12,18:06:04,18,,,,,,,,,,,,,1,,,,,,k2aAnvtAS0klqusutAoKGw==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_063604.wac,598.001333,2018-10-13,06:36:04,6,2018-10-12,18:36:04,18,,,,,,,,,,,,,1,,,,,,G0M1zbwXqEkEWfCwLgHK0A==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_170302.wac,1800.001333,2018-10-13,17:03:02,17,2018-10-13,05:03:02,5,,,,,,,,,,,,,1,,,,,,a+S7RPUc69EcSH8s9aWnBQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_163300.wac,1800.001333,2018-10-13,16:33:00,16,2018-10-13,04:33:00,4,,,,,,,,,,,,,1,,,,,,+k9scMrHfuMu3+qPmhQ27g==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_173304.wac,1798.001333,2018-10-13,17:33:04,17,2018-10-13,05:33:04,5,,,,,,,,,,,,,1,,,,,,WrWswrYcPD5fCgyN9v2jlg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_180304.wac,1798.001333,2018-10-13,18:03:04,18,2018-10-13,06:03:04,6,,,,,,,,,,,,,1,,,,,,Hu19BDn+HzylWiuMP1NPsQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_183304.wac,1798.001333,2018-10-13,18:33:04,18,2018-10-13,06:33:04,6,,,,,,,,,,,,,1,,,,,,u4JqzFajOzxS5Qfs49zL0g==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_190304.wac,1798.001333,2018-10-13,19:03:04,19,2018-10-13,07:03:04,7,,,,,,,,,,,,,1,,,,,,78vF/N45TSBT9QQfEXMVig==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_193304.wac,1798.001333,2018-10-13,19:33:04,19,2018-10-13,07:33:04,7,,,,,,,,,,,,,1,,,,,,wVM6DyIjTluybiLPxHF65w==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_200304.wac,1798.001333,2018-10-13,20:03:04,20,2018-10-13,08:03:04,8,,,,,,,,,,,,,1,,,,,,oZ5g2tOqga+xf4QxVJ4Djg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_203304.wac,1798.001333,2018-10-13,20:33:04,20,2018-10-13,08:33:04,8,,,,,,,,,,,,,1,,,,,,bGCvDo8LggVOAxkBJUTbqw==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_210304.wac,1798.001333,2018-10-13,21:03:04,21,2018-10-13,09:03:04,9,,,,,,,,,,,,,1,,,,,,a998iObS45UPHfzE4RYqKg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_213304.wac,1798.001333,2018-10-13,21:33:04,21,2018-10-13,09:33:04,9,,,,,,,,,,,,,1,,,,,,YCJswocY7WeW7Byla7/KCw==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_220304.wac,1798.001333,2018-10-13,22:03:04,22,2018-10-13,10:03:04,10,,,,,,,,,,,,,1,,,,,,lE1YUqitSiwVP/cSTVfQuQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_223304.wac,1798.001333,2018-10-13,22:33:04,22,2018-10-13,10:33:04,10,,,,,,,,,,,,,1,,,,,,PrmfP6OzHW8jC9L9N0PD/w==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_230304.wac,1798.001333,2018-10-13,23:03:04,23,2018-10-13,11:03:04,11,,,,,,,,,,,,,1,,,,,,odju0tvoVnJxZN31Dxm+nw==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181013_233304.wac,1798.001333,2018-10-13,23:33:04,23,2018-10-13,11:33:04,11,,,,,,,,,,,,,1,,,,,,raYDtyakpfydndQbhitQsA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_000304.wac,1798.001333,2018-10-14,00:03:04,0,2018-10-13,12:03:04,12,,,,,,,,,,,,,1,,,,,,VbJ48ZlOXt3NnlEw+EiiYA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_003304.wac,1798.001333,2018-10-14,00:33:04,0,2018-10-13,12:33:04,12,,,,,,,,,,,,,1,,,,,,xQsrjpLicJ7tQyjAJdtFoA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_010304.wac,1798.001333,2018-10-14,01:03:04,1,2018-10-13,13:03:04,13,,,,,,,,,,,,,1,,,,,,9Ed0Gh+dl8avY4OJVJZOPA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_013304.wac,1798.001333,2018-10-14,01:33:04,1,2018-10-13,13:33:04,13,,,,,,,,,,,,,1,,,,,,HavToqZYg0EEJ2j79uPJPw==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_020304.wac,1798.001333,2018-10-14,02:03:04,2,2018-10-13,14:03:04,14,,,,,,,,,,,,,1,,,,,,u60BRklhVT9mwpfpAosTLg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_023304.wac,1798.001333,2018-10-14,02:33:04,2,2018-10-13,14:33:04,14,,,,,,,,,,,,,1,,,,,,6WabQet9c13l6oyJZJi4Bw==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_030304.wac,1798.001333,2018-10-14,03:03:04,3,2018-10-13,15:03:04,15,,,,,,,,,,,,,1,,,,,,AColKf9pfAfYguvICImsQA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_033304.wac,1798.001333,2018-10-14,03:33:04,3,2018-10-13,15:33:04,15,,,,,,,,,,,,,1,,,,,,vwfCnNeTid6Fn8diEMqgYA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_040304.wac,1798.001333,2018-10-14,04:03:04,4,2018-10-13,16:03:04,16,,,,,,,,,,,,,1,,,,,,Z3k/8YNG1QqNe/zorS/LtA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_043304.wac,1798.001333,2018-10-14,04:33:04,4,2018-10-13,16:33:04,16,,,,,,,,,,,,,1,,,,,,8BsH5ueHG4eq/9Lh9Ay8tQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_050304.wac,1798.001333,2018-10-14,05:03:04,5,2018-10-13,17:03:04,17,,,,,,,,,,,,,1,,,,,,UL0WtFBOeOCc8iNzIbvgYg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_053304.wac,1798.001333,2018-10-14,05:33:04,5,2018-10-13,17:33:04,17,,,,,,,,,,,,,1,,,,,,n2Q6Z8DTh3mM71U5uz0+zw==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_060304.wac,1798.001333,2018-10-14,06:03:04,6,2018-10-13,18:03:04,18,,,,,,,,,,,,,1,,,,,,Wf8+zrxvmJaxULbAxoVj/w==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_063304.wac,838.001333,2018-10-14,06:33:04,6,2018-10-13,18:33:04,18,,,,,,,,,,,,,1,,,,,,9hITfUhV53x5h3E/JrlSRw==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_170109.wac,1793.001333,2018-10-14,17:01:09,17,2018-10-14,05:01:09,5,,,,,,,,,,,,,1,,,,,,x0Aiz4OMv8Dcg1usPdySsw==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_173104.wac,1798.001333,2018-10-14,17:31:04,17,2018-10-14,05:31:04,5,,,,,,,,,,,,,1,,,,,,BAjc1WabSHieCl1t8NLhRQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_180104.wac,1798.001333,2018-10-14,18:01:04,18,2018-10-14,06:01:04,6,,,,,,,,,,,,,1,,,,,,+qELeloJHnqq4dNkBE0APg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_183114.wac,1788.001333,2018-10-14,18:31:14,18,2018-10-14,06:31:14,6,,,,,,,,,,,,,1,,,,,,aj5MIZwZWigoDke4jytImw==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_163100.wac,1800.001333,2018-10-14,16:31:00,16,2018-10-14,04:31:00,4,,,,,,,,,,,,,1,,,,,,nmQKCzxVrbYtcJpkOETCeQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_190104.wac,1798.001333,2018-10-14,19:01:04,19,2018-10-14,07:01:04,7,,,,,,,,,,,,,1,,,,,,3mwjkIqz3ABFuKzcjj3STA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_193112.wac,1790.001333,2018-10-14,19:31:12,19,2018-10-14,07:31:12,7,,,,,,,,,,,,,1,,,,,,o2DRF/Bu0HaNWdmMOqLgKw==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_200107.wac,1795.001333,2018-10-14,20:01:07,20,2018-10-14,08:01:07,8,,,,,,,,,,,,,1,,,,,,/+NAnuZqECAvkJYdthr9wg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_203104.wac,1798.001333,2018-10-14,20:31:04,20,2018-10-14,08:31:04,8,,,,,,,,,,,,,1,,,,,,VKjetbOsQ4g4bbsRwo5R+Q==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_210106.wac,1796.001333,2018-10-14,21:01:06,21,2018-10-14,09:01:06,9,,,,,,,,,,,,,1,,,,,,vEInFlrfT3C2XdDeap1U1g==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_213104.wac,1798.001333,2018-10-14,21:31:04,21,2018-10-14,09:31:04,9,,,,,,,,,,,,,1,,,,,,n3JbuPrO9qUmbe6vwG9dwQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_220104.wac,1798.001333,2018-10-14,22:01:04,22,2018-10-14,10:01:04,10,,,,,,,,,,,,,1,,,,,,bpUjJyDPP8mpX0Oi4tOzqQ==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_223104.wac,1798.001333,2018-10-14,22:31:04,22,2018-10-14,10:31:04,10,,,,,,,,,,,,,1,,,,,,JmaSMGBbvwifQS4O5xnFRg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_230104.wac,1798.001333,2018-10-14,23:01:04,23,2018-10-14,11:01:04,11,,,,,,,,,,,,,1,,,,,,85IvTlcSEziHals7gj2xMg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181014_233104.wac,1798.001333,2018-10-14,23:31:04,23,2018-10-14,11:31:04,11,,,,,,,,,,,,,1,,,,,,g4gj5rFKGtjV49TLqrlgsw==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181015_000104.wac,1798.001333,2018-10-15,00:01:04,0,2018-10-14,12:01:04,12,,,,,,,,,,,,,1,,,,,,RuyXJS8G0OMR4+FJj7VJQg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181015_003104.wac,1798.001333,2018-10-15,00:31:04,0,2018-10-14,12:31:04,12,,,,,,,,,,,,,1,,,,,,8RC82lVrwT8WLjzKkiIQ6g==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181015_010104.wac,1798.001333,2018-10-15,01:01:04,1,2018-10-14,13:01:04,13,,,,,,,,,,,,,1,,,,,,DsZ+GqbUEJFDvnc/ib5bFw==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181015_013104.wac,1798.001333,2018-10-15,01:31:04,1,2018-10-14,13:31:04,13,,,,,,,,,,,,,1,,,,,,/GGF5MuGN9kTVmcOQqSHdg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181015_020104.wac,1798.001333,2018-10-15,02:01:04,2,2018-10-14,14:01:04,14,,,,,,,,,,,,,1,,,,,,hSbkNpeX6a0+Cp98evzuGg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181015_023104.wac,1798.001333,2018-10-15,02:31:04,2,2018-10-14,14:31:04,14,,,,,,,,,,,,,1,,,,,,+3xB9G9zrOKPtx3iXyJFOg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181015_030104.wac,1798.001333,2018-10-15,03:01:04,3,2018-10-14,15:01:04,15,,,,,,,,,,,,,1,,,,,,LrN8fX7ayPY8AIFio+ignA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181015_033104.wac,1798.001333,2018-10-15,03:31:04,3,2018-10-14,15:31:04,15,,,,,,,,,,,,,1,,,,,,xK8B6cKFZQFgu/dY3CXO/Q==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181015_040104.wac,1798.001333,2018-10-15,04:01:04,4,2018-10-14,16:01:04,16,,,,,,,,,,,,,1,,,,,,PUfc3k/gMyW6SayLqUBNiw==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181015_043104.wac,1798.001333,2018-10-15,04:31:04,4,2018-10-14,16:31:04,16,,,,,,,,,,,,,1,,,,,,Q/uP+W3KYRPVuuW77dwAwA==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181015_050104.wac,1798.001333,2018-10-15,05:01:04,5,2018-10-14,17:01:04,17,,,,,,,,,,,,,1,,,,,,0nIUUvqkeiG7A0n9BYmhlg==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181015_053104.wac,1798.001333,2018-10-15,05:31:04,5,2018-10-14,17:31:04,17,,,,,,,,,,,,,1,,,,,,hdS0xFnTghwbdgxvWr4K1w==
E:\Eccles Bats\Downloaded\2018-10-25 ECC-A,Data,ECC_20181015_060104.wac,1798.001333,2018-10-15,06:01:04,6,2018-10-14,18:01:04,18,,,,,,,,,,,,,1,,,,,,pTBsLG2hS5IZxBrKcLYt+Q==
