Filename,CallNum,Version,FileDur,SampleRate,StTime,Dur,PrevSt,Fmax,Fmin,BW,FreqMP,CM_FIF,Amp1,Amp2,Amp3,Amp4,Aposyl,Barbar,bird,chirp,Chobru,Condor,Confus,criq,Eptser,Homsap,Inssp5,Inssp6,Inssp7,Lamsp.,Leppun,mamm,Metbra,Micagr,Micmin,Mussp,Myoalc,Myobec,Myobra,Myodau,Myomys,Myonat,noise,Nyclei,Nycnoc,Omovir,Pelrid,Phafal,Phogri,Pipnat,Pippip,Pippyg,Plaalb,Pleaur,Ratnor,Rhifer,Rhihip,Roeroe,Tetvir,HL,HU
ECC_20181006_214904_000.wav,0,1,1.1,192000,560.33,1.33,9999,42,29.25,12.75,37.5,37.5,52.92,25.08,2.12,0.59,0.004,0.008,0.004,0,0.002,0.006,0.02,0,0,0,0,0,0.004,0.032,0.646,0,0.002,0,0,0,0,0,0.002,0.016,0.002,0.006,0.038,0.006,0.004,0,0,0.02,0.042,0.014,0.002,0.01,0.088,0.008,0,0,0,0.008,0.006,FALSE,FALSE
ECC_20181006_214904_000.wav,1,1,1.1,192000,565.83,2.17,5.5,44.25,32.25,12,38.25,38.25,4.21,1.88,0.15,46.23,0.008,0.018,0.016,0.002,0,0.018,0.036,0,0.006,0,0.008,0.004,0.012,0.022,0.46,0.004,0,0,0,0,0.002,0,0.006,0.022,0.004,0.008,0.058,0.006,0.012,0,0,0.004,0.048,0.044,0.042,0.018,0.056,0.01,0.006,0.004,0.004,0.016,0.016,FALSE,FALSE
ECC_20181006_214904_000.wav,2,1,1.1,192000,572.5,2.33,6.67,42,33.75,8.25,37.5,38.25,30.21,0.42,1.21,0.01,0.006,0.006,0.012,0,0,0.024,0.048,0,0.006,0,0.004,0.002,0.008,0.024,0.48,0.006,0.002,0.002,0,0,0,0.004,0.004,0.012,0.014,0.006,0.046,0.008,0.012,0,0,0.014,0.052,0.038,0.032,0.02,0.07,0.008,0,0,0.004,0.01,0.016,FALSE,FALSE
ECC_20181006_214904_000.wav,3,1,1.1,192000,577.67,0.5,5.17,46.5,36,10.5,37.5,40.5,4.17,48.72,38.6,5.93,0.002,0.014,0.01,0.002,0,0.02,0.022,0,0.008,0.002,0.004,0.008,0.012,0.05,0.278,0.002,0,0,0,0,0.004,0.006,0.012,0.06,0.024,0.018,0.092,0.01,0.004,0,0,0.012,0.03,0.066,0.08,0.062,0.044,0.012,0.002,0.004,0.006,0.008,0.01,FALSE,FALSE
ECC_20181006_214904_000.wav,4,1,1.1,192000,587.5,0.83,9.83,39.75,32.25,7.5,37.5,36,18.53,19.77,0.9,3.1,0.002,0.012,0.004,0.002,0,0,0.028,0,0.008,0,0,0.004,0.006,0.046,0.454,0,0.002,0,0,0,0.012,0.004,0.006,0.054,0.02,0.01,0.06,0.016,0.016,0,0,0.01,0.038,0.04,0.016,0.02,0.056,0.014,0.002,0.004,0.012,0.01,0.012,FALSE,FALSE
ECC_20181007_175005_749.wav,0,1,1.25,192000,0,11,9999,57.75,51,6.75,54,54,90.74,45.25,10.9,8.48,0.006,0.002,0.008,0.004,0,0,0,0,0.008,0,0,0,0,0,0,0.002,0,0,0.008,0,0,0,0,0.004,0.008,0.004,0.012,0.01,0.004,0,0,0,0.004,0.028,0.134,0.674,0,0.002,0.008,0.034,0.036,0,0,FALSE,FALSE
ECC_20181007_175005_749.wav,1,1,1.25,192000,230,17.67,230,58.5,50.25,8.25,54,53.25,37.12,103.32,66.24,19.11,0.004,0.004,0.006,0.006,0,0,0,0,0.01,0,0,0,0,0,0.004,0.006,0,0.004,0.016,0,0.002,0,0.002,0.006,0.002,0.002,0.022,0.01,0.004,0,0,0,0.002,0.034,0.122,0.66,0.002,0.004,0,0.042,0.022,0.002,0,FALSE,FALSE
ECC_20181007_175005_749.wav,2,1,1.25,192000,466.17,15.5,236.17,58.5,51,7.5,54.75,54,14.51,60.12,44.18,12.79,0.002,0.006,0.008,0.006,0,0.002,0,0,0.002,0,0,0,0,0,0.004,0.002,0,0.004,0.014,0,0,0,0.008,0.002,0.002,0.002,0.014,0.014,0.006,0,0,0,0.004,0.018,0.126,0.702,0,0.008,0.008,0.02,0.016,0,0,FALSE,FALSE
ECC_20181007_175005_749.wav,3,1,1.25,192000,560.17,13.33,94,57.75,51,6.75,54,54,9.14,22.07,14.33,3.93,0.004,0.008,0.008,0,0,0,0,0,0.01,0,0,0,0,0.002,0.006,0.006,0,0.004,0.006,0,0.006,0,0.004,0.014,0.006,0,0.046,0.012,0.01,0,0,0,0.006,0.022,0.166,0.566,0.002,0.006,0.006,0.034,0.038,0.002,0,FALSE,FALSE
ECC_20181007_175005_749.wav,4,1,1.25,192000,793.17,8,233,57.75,51.75,6,54,54,4.47,9.62,10.6,14.34,0.006,0.002,0.006,0,0,0.002,0,0,0.01,0,0,0,0,0,0.006,0.006,0,0.006,0.002,0,0.004,0,0.01,0,0,0,0.03,0.002,0.006,0,0,0,0.004,0.022,0.14,0.634,0.004,0.004,0.008,0.034,0.042,0.004,0.006,FALSE,FALSE
