filename,species,accuracy
SR2_20170511_221706_000.wav,Pippip,0.95
SR2_20170514_032419_000.wav,Pippip,0.98
SR2_20170516_033323_000.wav,Pippip,0.89
SR2_20170517_015930_000.wav,Pippip,0.97
SR2_20170517_220825_000.wav,Pippip,0.98
SR2_20170526_015745_000.wav,Pippip,0.99
SR2_20170526_030110_000.wav,Pippip,0.95
SR2_20170526_204758_000.wav,Pippip,0.95
SR2_20170528_020903_000.wav,Pippip,0.98
SR2_20170530_001905_000.wav,Pippip,0.98
SR2_20170530_003515_000.wav,Pippip,0.76
SR2_20170530_012046_000.wav,Pippip,0.97
SR2_20170530_013805_000.wav,Pippip,0.96
SR2_20170602_204446_000.wav,Pippip,0.97
SR2_20170602_205452_000.wav,Pippip,0.95
SR2_20170603_001738_000.wav,Pippip,0.97
SR2_20170603_024630_000.wav,Pippip,0.96
SR2_20170605_210847_000.wav,Pippip,0.98
SR2_20170605_211151_000.wav,Pippip,0.94
SR2_20170605_223509_000.wav,Pippip,0.87
SR2_20170606_030329_000.wav,Pippip,0.99
SR2_20170606_030511_000.wav,Pippip,0.98
SR2_20170607_210343_000.wav,Pippip,0.98
SR2_20170607_210542_000.wav,Pippip,0.97
SR2_20170607_211358_000.wav,Pippip,0.95
SR2_20170608_022642_000.wav,Pippip,0.93
SR2_20170608_024829_000.wav,Pippip,0.98
SR2_20170609_211618_000.wav,Pippip,0.92
SR2_20170610_013657_000.wav,Pippip,0.79
SR2_20170612_213928_000.wav,Pippip,0.98
SR2_20170612_213933_000.wav,Pippip,0.87
SR2_20170615_022127_000.wav,Pippip,0.98
SR2_20170615_022203_000.wav,Pippip,0.98
SR2_20170512_011846_000.wav,Pippyg,0.97
SR2_20170528_235050_000.wav,Pippyg,0.84
SR2_20170529_233053_000.wav,Pippyg,0.98
SR2_20170602_205108_000.wav,Pippyg,0.91
SR2_20170603_002544_000.wav,Pippyg,0.83
SR2_20170606_010757_000.wav,Pippyg,0.97
SR2_20170609_224518_000.wav,Pippyg,0.85
SR2_20170608_025135_000.wav,Pleaur,0.89
